plan_type,contract_type,autopay,is_promo_user,add_on_count,tenure_months,monthly_usage_gb,avg_latency_ms,support_tickets_30d,discount_pct,payment_failures_90d,downtime_hours_30d,churned
Standard,Monthly,Yes,No,0,13,72.5,183.5,2,3.8,1,2.07,1
Basic,Monthly,No,No,0,19,80.23,152.6,0,17.4,0,6.7,1
Basic,Monthly,No,Yes,1,22,161.64,106.5,0,3.8,0,0.34,0
Standard,Monthly,Yes,No,3,11,114.59,161.5,0,13.0,1,3.93,0
Basic,Monthly,No,No,0,9,57.46,137.8,0,21.8,1,3.72,1
Standard,Monthly,Yes,No,0,45,159.54,133.4,0,21.9,0,3.63,0
Basic,Monthly,No,No,1,8,27.35,142.7,3,6.0,0,4.61,1
Basic,Monthly,Yes,No,1,13,107.74,127.3,0,7.4,0,1.96,1
Standard,Monthly,Yes,No,0,24,66.17,154.4,1,11.2,0,1.69,1
Basic,Monthly,Yes,No,1,12,142.11,88.4,0,19.6,1,4.1,0
Standard,Monthly,Yes,No,2,19,100.47,180.5,1,0.7,0,0.21,1
Standard,Monthly,No,No,3,22,133.94,192.5,0,4.8,0,1.94,0
Standard,Monthly,No,No,2,15,104.3,173.1,1,12.5,0,1.81,1
Standard,Monthly,No,No,0,9,100.2,110.3,3,12.5,0,1.54,1
Basic,Monthly,No,No,2,8,151.33,231.6,2,31.7,0,0.58,0
Standard,Annual,No,No,1,15,194.0,230.6,0,6.0,1,2.98,0
Basic,Monthly,Yes,No,1,21,88.71,152.5,0,16.5,0,3.78,0
Basic,Monthly,No,No,1,17,57.43,170.4,2,19.5,0,0.81,1
Basic,Monthly,No,No,2,20,189.85,129.6,1,16.6,0,0.95,0
Basic,Monthly,No,No,1,20,95.04,153.9,2,16.6,0,4.3,1
Basic,Annual,Yes,No,0,34,105.27,231.7,1,13.2,0,1.33,0
Basic,Monthly,No,Yes,1,33,218.14,178.7,0,34.4,1,0.77,0
Basic,Monthly,No,No,0,21,84.18,208.0,1,8.4,0,2.77,1
Standard,Monthly,Yes,No,1,45,113.38,130.3,2,10.6,0,3.24,0
Pro,Monthly,No,No,2,17,159.85,176.4,1,10.2,0,1.47,0
Standard,Monthly,Yes,Yes,2,13,187.92,172.3,2,10.9,1,5.98,1
Standard,Monthly,Yes,Yes,0,15,111.83,105.6,0,6.1,0,1.47,0
Basic,Annual,No,No,1,6,170.44,214.0,0,13.8,1,6.04,1
Standard,Monthly,Yes,Yes,1,6,111.62,125.4,0,18.7,0,1.19,0
Pro,Monthly,No,Yes,3,58,139.97,100.0,1,22.5,0,2.35,0
Pro,Monthly,Yes,No,0,18,185.33,175.8,0,24.8,1,3.74,0
Standard,Monthly,Yes,Yes,1,25,81.24,160.3,1,22.2,1,2.06,1
Basic,Annual,Yes,No,1,19,126.78,135.0,1,15.0,0,0.75,0
Basic,Monthly,Yes,No,1,16,102.4,163.3,0,8.8,0,4.14,1
Basic,Annual,No,Yes,0,22,149.5,168.6,0,22.2,1,0.79,0
Standard,Monthly,No,No,3,14,88.0,184.1,0,11.1,0,2.41,1
Basic,Monthly,Yes,No,1,37,78.99,174.6,0,7.6,0,1.93,0
Basic,Annual,No,No,1,27,150.31,114.3,1,14.7,0,1.72,0
Basic,Monthly,No,No,0,15,126.6,213.9,3,11.2,0,0.84,1
Basic,Annual,No,Yes,1,23,164.32,57.5,1,9.6,1,1.05,0
Basic,Monthly,No,No,1,25,183.15,120.3,0,13.8,0,3.42,0
Standard,Monthly,Yes,No,2,39,60.32,138.2,1,19.9,0,0.34,0
Basic,Monthly,No,No,0,14,175.09,159.8,2,9.7,0,0.81,0
Basic,Monthly,No,Yes,1,17,98.12,197.7,3,14.4,0,1.01,1
Basic,Monthly,No,No,1,40,79.53,199.3,1,29.5,1,1.25,0
Standard,Monthly,Yes,No,1,22,173.1,156.4,2,20.9,0,1.25,0
Basic,Annual,No,No,1,19,163.21,226.4,2,5.6,0,1.64,1
Basic,Monthly,No,No,0,26,193.66,173.3,2,16.2,0,0.81,0
Standard,Monthly,Yes,No,1,33,123.93,182.0,1,12.2,0,3.62,0
Pro,Monthly,No,Yes,1,50,104.87,205.6,1,22.4,0,2.67,0
Standard,Monthly,No,No,0,19,155.16,151.9,1,14.0,0,5.01,0
Standard,Monthly,No,Yes,0,40,153.86,196.6,2,2.3,0,1.12,1
Basic,Monthly,Yes,No,1,19,174.26,193.1,0,12.6,0,1.24,0
Basic,Annual,No,No,1,33,180.54,121.4,0,6.7,0,1.49,0
Standard,Monthly,Yes,No,2,10,191.97,117.2,1,7.5,0,3.26,0
Standard,Monthly,No,No,2,39,103.71,74.4,1,11.4,0,2.19,0
Basic,Monthly,No,No,2,29,72.71,155.1,1,10.2,0,2.5,1
Standard,Annual,Yes,No,2,10,212.61,122.8,0,7.1,1,4.43,0
Basic,Monthly,No,No,2,18,156.49,156.2,0,27.3,0,1.37,0
Standard,Monthly,Yes,No,1,27,211.54,90.3,1,7.8,1,2.49,0
Standard,Monthly,No,No,1,21,86.4,177.1,1,7.2,0,3.22,1
Basic,Annual,Yes,No,0,25,110.94,219.1,1,11.9,0,1.99,1
Basic,Annual,Yes,No,0,26,141.21,133.7,2,10.2,0,6.75,1
Pro,Monthly,No,No,1,13,117.28,125.8,0,17.0,1,1.93,0
Standard,Monthly,No,No,1,28,99.19,153.0,4,5.7,0,1.59,1
Standard,Monthly,No,No,0,26,143.46,181.5,1,7.6,0,0.93,0
Standard,Monthly,Yes,No,3,29,164.55,182.7,4,17.4,1,1.15,0
Standard,Annual,No,No,0,10,80.06,130.9,0,8.6,1,3.87,1
Standard,Monthly,No,No,1,12,160.76,165.0,1,26.8,0,1.32,0
Pro,Monthly,No,No,2,9,99.34,133.4,0,9.0,1,2.97,0
Standard,Monthly,No,No,0,24,114.76,111.9,1,8.3,0,2.18,1
Pro,Annual,Yes,No,2,15,75.77,76.2,1,24.1,0,1.67,0
Standard,Monthly,Yes,No,1,16,73.7,233.1,1,3.8,1,1.34,1
Standard,Monthly,Yes,No,1,19,121.13,179.6,2,17.0,0,2.28,1
Standard,Monthly,No,No,0,20,168.65,91.0,1,1.7,0,1.07,0
Standard,Monthly,Yes,No,0,16,141.3,82.5,1,18.8,0,1.59,0
Basic,Monthly,No,Yes,2,6,164.19,106.0,1,18.9,0,4.16,1
Standard,Monthly,Yes,No,3,7,90.77,150.3,0,9.1,1,1.99,0
Standard,Monthly,No,Yes,0,21,151.24,153.5,3,9.8,1,4.0,0
Standard,Annual,No,No,2,19,116.3,195.7,0,26.2,0,0.8,0
Standard,Monthly,No,No,0,16,18.71,176.5,1,4.6,0,1.27,1
Standard,Annual,No,No,1,53,29.7,195.7,1,14.2,1,2.18,1
Basic,Monthly,Yes,Yes,1,13,172.47,152.1,1,10.2,0,2.89,1
Basic,Monthly,No,Yes,1,20,142.27,172.3,0,23.3,0,1.25,0
Basic,Monthly,No,Yes,1,40,103.9,139.4,1,23.7,0,0.56,0
Basic,Annual,No,No,2,20,183.11,159.0,0,5.8,1,4.33,0
Basic,Monthly,Yes,No,0,19,91.27,195.7,1,9.7,0,2.1,1
Pro,Monthly,No,No,1,7,173.49,109.4,0,13.9,0,1.33,0
Standard,Monthly,Yes,Yes,0,5,132.95,186.1,0,10.4,0,3.01,0
Basic,Annual,No,No,2,27,123.15,193.4,0,33.5,0,3.45,0
Standard,Monthly,Yes,Yes,1,17,87.1,210.2,2,27.0,0,3.07,1
Pro,Monthly,No,Yes,3,11,205.3,141.2,3,5.8,1,1.34,0
Basic,Monthly,No,No,1,19,77.98,159.3,1,19.7,0,0.63,1
Standard,Monthly,No,Yes,2,14,111.17,142.0,2,26.0,0,0.38,0
Standard,Monthly,No,No,1,26,132.67,100.3,1,5.8,0,1.51,0
Pro,Monthly,No,Yes,0,30,98.35,107.5,0,13.8,0,1.23,0
Basic,Monthly,No,Yes,2,29,142.59,141.1,1,14.4,0,0.95,0
Basic,Annual,No,No,0,21,193.08,192.4,1,30.5,1,1.01,0
Standard,Monthly,No,No,2,12,157.57,57.5,2,1.0,0,0.88,0
Standard,Monthly,Yes,Yes,1,4,221.24,160.1,1,6.8,1,2.85,0
Standard,Annual,No,No,1,10,167.88,151.9,2,19.8,0,1.49,0
Basic,Monthly,Yes,No,0,10,155.25,220.9,3,6.2,0,2.11,1
Standard,Monthly,Yes,No,0,27,88.98,172.6,1,17.2,0,0.9,1
Basic,Annual,Yes,No,2,51,107.46,184.2,0,19.5,0,0.58,0
Standard,Annual,Yes,Yes,2,23,66.7,149.2,1,4.2,0,5.27,1
Standard,Monthly,Yes,No,0,13,208.36,212.6,1,10.4,0,0.81,0
Basic,Monthly,No,Yes,1,37,213.54,206.0,1,8.0,1,1.66,0
Basic,Monthly,No,No,1,10,128.86,180.9,1,13.8,0,2.03,0
Standard,Monthly,No,No,1,16,143.55,86.6,4,21.5,0,2.77,0
Standard,Monthly,Yes,No,1,3,188.13,123.3,0,26.2,0,0.89,0
Pro,Monthly,Yes,No,2,11,100.45,236.2,1,11.1,1,1.77,1
Basic,Annual,No,Yes,1,16,100.83,153.8,3,8.2,1,2.55,1
