plan_type,contract_type,autopay,is_promo_user,add_on_count,tenure_months,monthly_usage_gb,avg_latency_ms,support_tickets_30d,discount_pct,payment_failures_90d,downtime_hours_30d,churned
Basic,Monthly,Yes,Yes,0,33,133.51,116.7,0,21.0,0,0.49,0
Pro,Annual,Yes,No,2,10,130.93,131.9,1,9.8,0,0.21,0
Standard,Annual,No,No,2,24,67.56,86.9,1,8.3,1,0.96,1
Pro,Monthly,No,Yes,1,15,106.46,158.5,2,17.0,0,2.79,1
Basic,Annual,Yes,No,1,17,168.59,146.9,0,9.8,0,0.36,0
Standard,Monthly,Yes,Yes,2,31,194.93,50.0,2,10.2,0,1.37,0
Basic,Monthly,Yes,Yes,0,42,177.52,104.4,0,14.6,1,0.41,0
Standard,Monthly,No,No,0,19,123.83,108.8,2,15.5,0,2.64,1
Pro,Monthly,No,Yes,4,17,124.79,135.8,1,18.1,0,2.19,0
Pro,Monthly,Yes,No,0,21,132.56,121.0,2,30.8,0,1.13,0
Basic,Monthly,Yes,Yes,1,73,165.37,100.7,1,14.8,0,2.75,0
Basic,Monthly,No,No,1,22,150.82,64.8,2,23.9,0,3.38,0
Standard,Monthly,No,Yes,0,19,163.7,121.6,1,20.7,0,0.8,0
Pro,Monthly,Yes,No,1,20,135.98,132.9,0,19.5,0,1.18,0
Standard,Monthly,Yes,No,0,19,127.71,163.0,1,1.5,1,1.6,1
Standard,Monthly,No,No,0,5,133.84,111.2,1,5.1,0,2.59,1
Basic,Annual,No,No,0,27,112.8,55.1,1,24.0,0,5.94,0
Basic,Annual,No,No,1,28,102.09,88.0,1,3.9,0,1.57,0
Basic,Monthly,No,No,1,20,155.44,112.8,4,23.1,1,2.03,1
Basic,Monthly,Yes,No,2,40,81.53,143.3,1,20.4,1,0.88,0
Standard,Monthly,No,No,1,27,77.53,141.0,0,22.1,0,2.11,1
Standard,Monthly,No,No,2,29,149.05,101.4,0,27.9,0,0.24,0
Basic,Annual,Yes,Yes,3,21,131.97,122.0,3,11.5,0,0.35,0
Standard,Annual,No,No,1,29,150.03,87.8,1,5.4,1,0.69,0
Basic,Monthly,No,No,1,11,154.05,108.8,0,28.0,0,0.36,0
Standard,Monthly,No,No,0,13,192.69,103.8,0,21.7,2,1.88,0
Standard,Monthly,Yes,No,1,57,83.06,227.6,0,7.3,0,1.47,1
Basic,Annual,No,No,0,20,82.98,87.5,0,18.3,0,2.56,0
Pro,Annual,Yes,Yes,1,13,71.63,135.4,3,24.0,1,0.52,1
Pro,Monthly,Yes,No,2,11,217.98,112.4,0,2.5,0,2.39,0
Standard,Monthly,No,No,2,13,90.9,136.4,1,6.2,0,2.31,1
Standard,Monthly,Yes,No,1,5,100.92,121.1,0,7.2,0,0.59,1
Standard,Annual,Yes,No,1,12,103.28,116.6,3,4.8,0,1.36,1
Basic,Monthly,Yes,No,2,18,181.74,149.6,0,1.5,0,3.02,0
Standard,Monthly,Yes,No,2,10,72.77,170.3,0,10.3,0,0.82,1
Basic,Monthly,Yes,No,2,30,195.88,137.7,2,21.3,0,0.62,0
Pro,Monthly,Yes,Yes,0,13,105.68,112.5,0,20.9,0,0.36,0
Basic,Monthly,Yes,No,1,32,188.38,99.6,1,31.6,0,0.28,0
Basic,Monthly,No,Yes,0,20,104.62,72.4,0,16.3,0,0.85,0
Standard,Monthly,Yes,No,1,6,243.04,141.4,1,16.1,0,0.76,0
Standard,Monthly,Yes,No,1,20,102.29,58.4,0,8.5,0,0.43,0
Basic,Annual,Yes,No,5,29,137.2,144.2,0,7.4,0,0.35,0
Basic,Annual,Yes,Yes,0,42,117.58,193.9,1,6.5,0,2.75,0
Pro,Monthly,Yes,Yes,2,6,152.27,133.5,0,3.7,0,1.39,0
Basic,Monthly,Yes,No,1,38,59.52,51.4,0,14.0,1,1.29,0
Standard,Monthly,Yes,No,1,8,132.49,190.5,1,9.2,1,4.08,1
Basic,Annual,No,No,0,5,172.33,192.5,0,3.9,1,0.79,1
Basic,Annual,Yes,No,2,37,113.94,83.1,1,7.9,0,1.57,0
Pro,Annual,Yes,No,0,21,132.82,207.8,1,8.7,0,2.6,0
Basic,Monthly,Yes,No,3,36,112.11,173.4,0,37.5,0,0.59,0
Standard,Annual,No,No,1,10,96.31,193.4,1,15.4,0,2.45,1
Basic,Monthly,No,No,1,16,182.44,123.5,0,5.6,0,1.49,0
Standard,Monthly,Yes,No,0,30,125.55,134.3,0,3.4,0,2.19,0
Pro,Annual,Yes,Yes,0,14,194.9,94.9,1,5.3,0,1.0,0
Standard,Monthly,Yes,No,2,37,70.13,139.7,0,16.0,0,0.34,0
Pro,Monthly,No,No,2,20,142.86,155.5,1,18.8,1,2.44,1
Basic,Annual,Yes,Yes,3,12,113.43,203.0,1,34.5,1,3.62,1
Basic,Monthly,No,Yes,1,32,155.78,117.9,0,3.3,0,1.32,0
Basic,Monthly,No,No,0,33,165.93,154.0,1,12.0,0,2.16,0
Basic,Monthly,Yes,No,0,30,94.54,108.3,0,10.3,0,1.16,0
Basic,Annual,No,Yes,3,15,166.81,87.2,1,15.1,0,1.88,0
Standard,Annual,Yes,Yes,2,15,248.39,56.2,1,22.0,0,1.92,0
Basic,Annual,No,No,2,33,102.53,108.5,0,15.7,0,1.24,0
Basic,Monthly,Yes,No,1,56,126.58,74.0,1,20.5,0,0.12,0
Standard,Monthly,Yes,No,3,16,53.2,103.7,0,19.4,0,0.76,1
Basic,Monthly,Yes,No,0,43,84.93,50.0,1,9.9,0,0.66,0
Basic,Monthly,Yes,No,1,24,123.53,136.9,1,13.1,0,3.16,1
Basic,Monthly,No,No,1,6,127.4,130.6,2,0.6,0,0.67,1
Basic,Monthly,No,No,2,20,167.09,96.4,0,8.5,0,1.6,0
Standard,Annual,Yes,No,0,17,137.04,103.7,0,15.2,0,0.47,0
Standard,Annual,Yes,No,1,9,123.12,67.4,2,4.5,1,1.57,0
Standard,Monthly,Yes,No,1,9,191.45,86.6,0,28.4,0,0.82,0
Pro,Monthly,Yes,No,0,17,132.23,163.3,3,5.4,0,1.82,0
Basic,Monthly,No,No,0,14,102.42,85.4,0,16.9,0,0.7,1
Basic,Annual,Yes,Yes,0,29,56.66,155.1,0,19.3,0,0.6,0
Standard,Monthly,Yes,Yes,2,26,100.6,96.1,0,21.0,1,0.79,0
Standard,Monthly,Yes,No,0,11,65.7,195.5,2,28.9,0,0.54,1
Pro,Monthly,No,No,1,18,66.15,63.8,2,13.0,0,1.1,1
Basic,Monthly,Yes,No,0,45,89.21,105.0,1,22.4,1,1.2,0
Pro,Monthly,Yes,No,1,27,133.63,165.5,1,28.5,1,2.12,0
Basic,Monthly,Yes,No,0,19,171.92,202.2,0,18.4,0,1.01,0
Pro,Annual,No,No,1,44,93.23,190.7,3,5.7,0,1.04,0
Standard,Monthly,Yes,No,0,8,153.68,142.2,2,20.1,0,0.79,1
Standard,Monthly,Yes,Yes,1,22,127.58,93.7,0,2.1,1,0.12,0
Basic,Monthly,Yes,No,2,17,147.45,233.4,0,7.5,0,0.79,1
Basic,Monthly,No,No,1,25,56.08,213.0,0,10.1,0,0.3,1
Pro,Monthly,Yes,No,0,16,1.0,188.5,0,12.1,0,0.71,1
Basic,Monthly,Yes,Yes,0,5,100.08,87.1,0,41.3,0,0.7,0
Basic,Monthly,Yes,No,4,56,130.91,124.7,1,13.4,0,1.02,0
Basic,Monthly,No,Yes,0,20,79.55,176.6,0,3.3,0,1.55,1
Basic,Monthly,No,No,1,23,134.67,159.2,1,9.6,1,2.2,1
Standard,Monthly,Yes,Yes,2,18,180.18,138.6,0,36.8,0,2.01,0
Basic,Monthly,Yes,No,0,11,37.36,158.1,1,11.0,0,1.24,1
Basic,Monthly,Yes,No,1,30,136.83,151.4,0,13.1,1,0.91,0
Basic,Monthly,No,No,0,26,105.66,93.0,1,24.0,0,2.44,0
Basic,Annual,No,No,1,34,120.81,135.5,1,6.0,1,1.11,0
Standard,Annual,No,Yes,1,13,93.76,146.8,0,4.9,0,1.83,0
Pro,Monthly,Yes,Yes,1,17,103.21,129.2,2,21.3,0,1.61,0
Standard,Annual,No,No,2,18,110.69,169.3,1,2.9,0,0.21,0
Pro,Monthly,No,No,4,6,100.29,121.8,2,9.4,0,0.47,0
Basic,Monthly,Yes,No,1,19,35.19,128.1,1,19.5,0,2.24,1
Pro,Monthly,Yes,No,3,22,120.74,130.5,0,12.4,0,1.6,0
Basic,Annual,Yes,No,1,14,167.8,84.5,0,32.3,1,0.59,0
Basic,Monthly,Yes,Yes,2,13,160.15,182.2,0,19.5,1,2.78,1
Basic,Monthly,No,No,2,36,239.9,171.9,1,4.0,0,1.45,0
Basic,Monthly,Yes,No,2,46,82.56,182.5,2,30.5,0,1.6,0
Standard,Monthly,Yes,No,0,32,225.67,154.0,0,5.9,0,0.3,0
Basic,Annual,No,Yes,0,5,124.15,100.8,0,20.8,0,3.7,0
Pro,Monthly,No,No,1,30,106.56,50.0,0,22.2,0,3.52,0
Basic,Monthly,No,No,1,8,154.82,158.2,1,18.2,0,1.47,1
Standard,Monthly,Yes,No,2,11,213.05,50.0,0,8.6,0,0.73,0
Basic,Monthly,Yes,No,2,10,216.58,106.7,0,26.8,0,2.12,0
Pro,Monthly,Yes,No,2,12,87.21,156.6,0,10.6,2,1.35,0
Standard,Monthly,No,No,0,12,189.54,155.5,0,3.3,0,0.77,0
Basic,Annual,No,Yes,0,22,149.5,146.6,0,27.8,1,0.45,0
Standard,Monthly,Yes,No,1,6,184.09,184.7,0,9.7,0,1.34,0
Pro,Monthly,No,Yes,2,9,101.85,62.5,0,7.6,0,1.3,0
Standard,Monthly,No,Yes,0,11,122.63,174.8,0,24.0,0,0.52,0
Pro,Monthly,Yes,No,0,11,145.21,80.6,0,21.3,0,1.06,0
Standard,Monthly,Yes,Yes,1,17,76.7,124.5,0,11.5,0,0.8,1
Pro,Monthly,No,No,0,21,133.65,168.6,2,10.4,0,0.69,0
Pro,Monthly,Yes,No,1,15,152.82,138.7,0,13.5,0,1.3,0
Standard,Monthly,No,No,2,13,134.27,188.4,0,23.2,0,0.97,0
Standard,Monthly,Yes,Yes,2,12,180.45,180.2,2,34.6,0,1.29,0
Standard,Monthly,Yes,No,2,16,123.07,178.9,1,5.3,0,1.23,0
Basic,Monthly,Yes,No,1,22,70.73,115.9,0,17.6,1,0.39,0
Standard,Monthly,No,No,1,7,107.24,117.8,0,17.4,0,0.77,0
Standard,Monthly,No,No,2,35,55.61,138.5,0,14.1,0,1.29,1
Basic,Annual,No,No,0,11,191.69,127.8,1,7.5,0,4.93,1
Basic,Annual,Yes,No,1,7,67.13,144.8,1,19.2,1,1.23,1
Basic,Monthly,No,No,0,34,130.54,106.8,0,15.6,0,4.51,0
Standard,Monthly,Yes,No,1,17,191.47,115.7,1,6.4,0,0.09,0
Basic,Monthly,Yes,No,0,9,106.16,92.2,0,6.6,0,0.44,0
Basic,Monthly,Yes,Yes,0,12,157.11,107.9,0,6.1,0,1.01,0
Standard,Monthly,No,Yes,2,22,96.92,103.9,0,41.9,0,1.15,0
Basic,Monthly,Yes,Yes,0,39,70.51,154.8,0,7.6,1,0.4,1
Basic,Monthly,Yes,No,1,33,135.45,59.8,1,15.6,0,3.12,0
Standard,Monthly,Yes,Yes,2,17,154.05,67.9,1,17.1,0,2.82,0
Standard,Annual,Yes,No,0,24,121.65,121.5,0,39.6,1,1.76,0
Standard,Annual,No,No,2,32,137.25,119.8,1,39.4,1,0.93,0
Basic,Annual,No,No,3,12,121.36,177.1,1,4.7,0,0.86,1
Standard,Annual,No,No,0,20,153.6,124.2,0,6.6,0,0.74,0
Pro,Monthly,Yes,No,2,16,134.61,159.0,1,11.5,0,1.35,0
Basic,Annual,No,Yes,1,18,154.34,211.5,0,8.4,0,1.94,0
Pro,Monthly,Yes,No,0,14,113.86,118.9,2,8.2,1,0.81,1
Pro,Monthly,Yes,Yes,2,11,19.54,99.9,0,9.3,1,0.43,0
Basic,Monthly,Yes,No,0,24,93.14,146.8,1,16.2,0,0.31,0
Standard,Annual,No,Yes,1,19,138.6,92.2,1,30.5,1,4.76,0
Standard,Monthly,No,No,1,9,204.21,158.0,0,25.1,0,2.68,0
Basic,Annual,No,No,1,30,153.58,82.0,0,26.4,0,1.62,0
Basic,Monthly,No,No,1,10,242.84,114.8,0,21.4,1,0.95,0
Standard,Monthly,No,No,1,12,60.82,136.2,3,2.5,0,0.74,1
Basic,Monthly,No,No,1,10,128.86,157.3,0,17.3,0,1.41,0
Basic,Monthly,Yes,No,0,10,64.75,102.6,0,5.2,0,1.24,1
Basic,Monthly,No,No,0,33,92.23,174.9,1,11.6,0,0.98,1
Standard,Monthly,No,Yes,2,15,121.94,92.7,2,20.5,1,0.82,0
Basic,Annual,Yes,No,1,12,142.11,76.9,0,24.5,1,3.0,0
Basic,Monthly,Yes,No,1,30,147.77,93.9,0,11.7,0,3.04,0
Standard,Monthly,No,No,1,10,171.17,146.5,0,7.7,1,0.56,1
Standard,Monthly,Yes,No,0,23,79.44,176.8,3,19.2,0,2.0,1
Standard,Annual,Yes,Yes,0,19,128.39,112.5,2,15.5,1,0.31,0
Standard,Monthly,Yes,No,1,23,60.47,162.6,2,2.4,0,1.29,1
Pro,Monthly,Yes,No,2,17,99.29,150.4,1,17.0,0,2.14,0
Basic,Monthly,Yes,No,0,14,170.73,144.9,1,16.2,0,2.74,0
Basic,Annual,Yes,No,1,14,59.68,211.8,0,17.3,0,2.24,1
Basic,Monthly,Yes,No,0,18,275.54,159.9,1,6.9,0,1.16,0
Standard,Annual,Yes,Yes,1,26,61.77,142.9,1,25.3,1,1.41,1
Pro,Monthly,Yes,Yes,1,32,66.98,127.7,2,4.3,0,0.49,0
Standard,Monthly,Yes,Yes,1,11,170.06,75.6,0,12.7,1,4.45,0
Basic,Monthly,Yes,Yes,3,34,174.66,152.8,2,16.0,0,2.06,0
Standard,Monthly,Yes,No,1,11,134.51,147.0,0,13.4,1,1.52,0
Standard,Monthly,No,No,4,9,112.08,140.6,0,15.9,1,0.49,1
Basic,Monthly,Yes,Yes,1,14,80.25,139.1,0,2.9,1,1.77,1
Basic,Monthly,Yes,No,0,16,124.69,129.4,0,8.5,0,1.4,0
Basic,Annual,Yes,No,1,20,78.7,97.1,2,4.8,0,0.43,0
Standard,Monthly,Yes,No,4,25,219.56,138.3,0,19.1,0,2.64,0
Basic,Annual,Yes,No,3,20,24.55,112.0,2,23.2,0,2.71,1
Basic,Annual,No,No,2,6,195.43,145.2,2,21.1,0,1.02,0
Standard,Annual,Yes,No,2,14,61.76,146.1,1,30.8,0,0.74,0
Basic,Monthly,Yes,No,2,22,96.74,102.1,1,22.5,1,1.6,0
Pro,Annual,Yes,No,0,4,99.55,157.7,0,12.4,1,2.01,0
Basic,Monthly,Yes,No,3,16,205.66,121.7,3,17.7,0,0.66,0
Standard,Monthly,Yes,Yes,1,5,209.59,126.3,0,22.8,0,0.75,0
Basic,Monthly,No,No,1,10,102.77,196.6,0,15.7,1,5.46,1
Basic,Annual,Yes,No,1,12,123.41,173.1,0,12.5,0,1.4,0
Basic,Monthly,No,No,2,50,168.63,50.0,1,12.5,0,1.57,0
Pro,Annual,Yes,Yes,2,12,186.17,138.0,0,18.5,0,0.84,0
Standard,Monthly,No,Yes,0,10,200.18,109.3,0,23.3,1,0.65,0
Basic,Annual,Yes,No,1,18,109.43,114.7,0,17.3,0,0.73,0
Pro,Monthly,No,No,1,36,146.13,187.8,1,19.6,0,1.76,0
Basic,Monthly,Yes,No,3,11,113.32,134.8,0,28.0,0,0.67,0
Basic,Monthly,No,No,2,15,97.94,111.8,2,7.3,0,1.29,0
Basic,Monthly,Yes,No,0,10,30.46,108.9,1,9.1,0,2.02,1
Standard,Monthly,No,Yes,0,35,128.9,194.0,0,7.8,1,1.58,1
Basic,Monthly,Yes,No,2,31,151.03,162.1,0,13.5,0,0.22,0
Standard,Monthly,No,Yes,3,27,116.42,148.1,2,21.5,1,1.26,1
Basic,Monthly,No,No,0,14,176.09,140.9,0,37.6,0,1.2,0
Standard,Monthly,Yes,No,3,19,109.96,77.8,1,8.7,0,0.6,0
Pro,Annual,No,No,0,9,147.65,170.2,1,42.2,2,4.36,1
Basic,Monthly,No,Yes,1,23,258.61,131.3,1,20.3,0,2.36,0
Basic,Annual,Yes,Yes,0,5,68.67,147.3,0,16.6,0,2.79,1
Standard,Monthly,Yes,No,1,31,140.41,57.3,0,23.9,0,0.2,0
Basic,Annual,Yes,No,0,41,211.31,132.1,0,27.2,0,1.92,0
Standard,Monthly,Yes,No,1,39,40.46,116.9,0,27.6,0,1.2,1
Basic,Monthly,Yes,No,1,4,213.5,95.9,1,6.3,0,6.48,1
Basic,Annual,Yes,Yes,1,17,57.36,81.6,1,20.5,0,0.1,0
Pro,Monthly,Yes,Yes,2,29,93.81,144.0,1,23.4,0,1.63,0
Basic,Annual,Yes,No,2,20,152.24,187.2,1,23.5,0,1.9,0
Pro,Monthly,No,Yes,3,20,162.89,128.1,0,13.0,0,0.23,0
Standard,Monthly,No,Yes,2,32,96.83,148.2,1,1.9,0,1.01,1
Basic,Annual,Yes,No,0,8,1.0,78.0,0,12.7,0,1.22,1
Basic,Annual,Yes,No,1,22,120.44,140.8,1,5.2,0,0.5,0
Pro,Monthly,No,No,2,29,33.93,133.0,0,8.3,0,1.78,1
Basic,Annual,No,No,1,24,114.67,161.0,0,17.4,0,0.46,0
Pro,Monthly,No,Yes,1,22,16.2,114.7,1,26.7,0,2.48,1
Basic,Annual,Yes,No,2,10,71.89,92.7,1,11.9,0,0.64,1
Standard,Monthly,Yes,No,1,5,83.02,171.1,1,4.1,0,1.32,1
Standard,Monthly,No,No,0,24,41.19,125.4,1,8.9,1,3.4,1
Standard,Monthly,Yes,No,0,14,103.17,136.1,2,20.4,0,0.37,1
Basic,Annual,No,No,0,15,192.44,106.3,0,19.6,0,2.65,0
Basic,Monthly,Yes,Yes,1,14,18.81,186.8,1,5.1,0,1.21,1
Basic,Monthly,No,No,0,6,108.1,119.9,2,11.8,2,1.73,1
Standard,Monthly,No,No,3,20,122.3,164.5,1,27.1,1,0.92,0
Standard,Monthly,No,No,0,5,91.09,117.7,1,11.2,0,2.75,1
Pro,Monthly,Yes,No,1,12,175.71,71.0,0,15.1,0,0.5,0
Pro,Monthly,No,No,0,20,169.67,162.9,0,4.1,0,1.13,0
Pro,Monthly,Yes,No,1,24,168.67,178.3,2,3.7,0,0.24,0
Basic,Annual,Yes,No,5,17,138.21,163.6,0,10.6,0,2.23,0
Pro,Annual,No,No,3,8,56.5,91.5,2,16.2,1,2.38,1
Standard,Monthly,Yes,No,1,9,115.32,164.8,1,9.2,0,1.56,0
Basic,Monthly,No,Yes,0,7,163.31,126.2,0,10.9,0,0.34,0
Standard,Annual,Yes,No,1,22,170.02,69.5,0,32.9,0,1.19,0
Basic,Monthly,Yes,No,0,3,161.16,217.9,0,12.1,0,0.52,1
Pro,Monthly,Yes,No,2,20,124.84,129.2,1,23.6,0,1.15,0
Pro,Annual,Yes,No,0,14,122.39,98.7,0,7.9,0,2.38,0
Basic,Annual,No,No,0,23,184.58,135.5,1,13.9,0,2.37,0
Basic,Monthly,No,No,0,15,126.6,186.0,3,14.0,0,0.49,1
Basic,Annual,Yes,No,0,22,167.22,178.7,1,25.7,0,3.8,0
Pro,Monthly,Yes,No,4,8,172.98,107.0,0,11.3,1,1.74,0
Basic,Monthly,Yes,No,2,23,110.1,96.1,1,17.1,0,1.09,0
Pro,Monthly,Yes,No,0,26,161.77,129.1,1,27.3,0,1.73,0
Basic,Monthly,Yes,No,1,40,37.35,130.0,0,32.9,0,1.75,1
Pro,Monthly,Yes,No,2,14,97.66,195.0,0,6.7,0,0.0,0
Standard,Monthly,Yes,Yes,1,25,159.08,191.8,0,5.1,1,2.2,1
Basic,Monthly,No,No,1,24,133.48,141.0,1,9.4,0,1.47,0
Pro,Annual,Yes,No,3,20,78.25,102.7,2,13.5,0,1.55,0
Standard,Monthly,Yes,No,0,9,109.22,196.9,1,17.1,0,0.78,1
Basic,Monthly,Yes,No,0,9,53.05,103.4,0,8.3,1,2.21,1
Basic,Monthly,No,No,1,14,179.11,155.8,0,0.3,0,0.41,0
Basic,Monthly,Yes,Yes,0,14,121.81,228.8,0,1.9,0,2.55,1
Basic,Monthly,No,No,2,15,63.0,178.9,2,21.3,0,2.06,1
Pro,Monthly,Yes,No,2,20,91.33,142.9,2,16.3,1,1.49,0
Basic,Monthly,No,Yes,0,20,125.63,132.9,5,4.4,0,1.54,1
Standard,Annual,No,Yes,0,17,1.0,89.6,2,6.2,0,1.42,1
Pro,Annual,Yes,Yes,3,18,94.28,153.9,0,3.4,0,0.79,0
Basic,Annual,Yes,No,1,21,120.7,139.1,1,6.1,0,1.29,0
Standard,Monthly,Yes,No,1,13,151.83,188.0,1,12.2,1,0.68,0
Basic,Monthly,Yes,Yes,0,16,95.81,124.9,2,4.9,0,0.66,1
Basic,Monthly,Yes,No,0,5,157.07,151.2,0,29.9,0,0.37,0
Standard,Annual,Yes,No,1,28,134.84,195.0,0,12.4,1,1.98,0
Standard,Monthly,No,No,2,12,69.15,173.2,0,22.2,0,1.64,1
Standard,Monthly,Yes,Yes,0,22,153.36,93.9,0,8.4,1,3.54,0
Standard,Monthly,Yes,No,1,27,69.98,174.5,0,7.7,1,5.25,1
Basic,Annual,Yes,No,0,23,26.27,162.1,1,12.1,0,1.09,1
Standard,Monthly,Yes,Yes,2,35,227.36,108.5,1,10.7,1,4.37,0
Standard,Annual,No,No,2,24,32.95,157.4,2,9.6,0,1.72,1
Basic,Annual,Yes,No,3,8,127.15,122.6,0,31.0,0,0.79,0
Standard,Monthly,No,No,0,48,93.34,98.6,0,3.1,1,1.78,0
Basic,Monthly,Yes,Yes,0,11,119.85,82.9,0,39.3,0,1.0,0
Standard,Monthly,Yes,No,3,18,123.01,147.8,0,22.3,0,1.56,0
Basic,Monthly,Yes,No,0,18,137.91,141.8,1,22.3,0,2.68,1
Basic,Monthly,No,No,1,20,100.82,137.7,0,35.4,0,1.72,0
Pro,Annual,No,Yes,0,30,98.35,93.5,0,17.3,0,0.79,0
Basic,Monthly,No,No,3,25,157.57,74.4,1,27.8,1,0.48,0
Standard,Monthly,No,No,1,39,67.52,70.0,1,2.1,0,2.31,1
Basic,Annual,Yes,Yes,0,18,106.05,105.9,0,15.1,0,2.97,1
Standard,Annual,Yes,No,3,9,128.46,110.9,0,24.1,0,0.48,0
Standard,Monthly,Yes,No,4,27,122.87,128.2,0,38.4,0,1.85,0
Basic,Monthly,Yes,No,0,29,69.5,156.2,3,37.7,1,1.66,1
Standard,Monthly,No,No,6,26,191.13,135.3,2,14.7,0,0.87,0
Basic,Monthly,No,No,0,18,74.66,94.6,2,16.2,0,0.24,1
Pro,Annual,No,No,2,28,93.45,104.0,0,3.8,0,2.93,0
Basic,Monthly,No,No,2,44,135.56,203.4,1,24.5,0,0.75,0
Standard,Annual,Yes,No,1,7,183.03,211.0,2,40.3,1,0.89,0
Pro,Monthly,Yes,No,0,18,168.67,150.3,2,14.0,0,1.38,0
Pro,Monthly,No,No,1,6,170.43,89.7,0,6.8,0,1.09,0
Standard,Monthly,Yes,No,2,15,143.39,102.1,1,8.9,0,1.84,0
Basic,Monthly,Yes,Yes,2,29,154.11,167.8,0,19.4,1,0.78,0
Standard,Monthly,No,No,0,37,5.78,163.8,2,5.0,1,2.61,1
Basic,Monthly,No,No,1,10,68.66,135.2,1,18.3,0,1.03,1
Standard,Monthly,Yes,No,3,9,73.4,182.3,0,12.1,1,1.14,1
Basic,Monthly,Yes,No,5,32,79.2,141.8,0,22.9,1,1.51,0
Standard,Monthly,Yes,No,2,23,90.16,207.6,0,9.3,0,0.83,1
Standard,Annual,Yes,No,2,28,133.1,143.1,0,10.2,0,1.17,0
Basic,Annual,No,No,1,35,105.46,182.6,0,26.7,0,1.44,0
Pro,Monthly,No,No,4,9,143.74,50.0,1,22.4,0,1.67,0
Basic,Monthly,No,Yes,2,24,151.82,136.6,1,6.3,0,0.09,1
Pro,Monthly,Yes,No,0,12,210.58,153.4,0,18.5,2,0.7,0
Pro,Monthly,Yes,No,0,27,78.71,140.5,1,2.6,0,0.69,0
Basic,Monthly,Yes,No,3,23,99.87,112.4,0,25.3,1,1.61,0
Basic,Monthly,Yes,Yes,1,20,121.39,148.7,1,2.4,0,0.53,1
Basic,Monthly,Yes,No,0,16,129.23,182.3,0,9.7,1,1.53,0
Basic,Monthly,Yes,No,0,13,134.94,154.5,0,28.9,0,0.63,0
Basic,Annual,No,No,1,41,140.18,150.8,1,14.0,0,1.3,0
Basic,Annual,Yes,No,0,15,78.32,131.3,0,30.9,0,1.1,0
Basic,Monthly,Yes,No,0,13,73.58,50.0,0,14.0,0,1.41,1
Basic,Monthly,Yes,No,1,15,78.45,136.0,0,8.8,2,2.0,1
Standard,Monthly,Yes,Yes,0,24,96.36,146.9,1,22.0,0,0.29,0
Standard,Monthly,No,No,3,30,119.5,79.0,2,13.7,0,4.4,0
Basic,Monthly,Yes,No,0,4,162.86,138.6,0,23.4,0,2.42,1
Basic,Monthly,Yes,No,2,17,155.17,129.9,0,19.8,0,1.25,0
Basic,Monthly,Yes,No,2,21,152.7,119.5,2,17.7,0,1.73,0
Basic,Monthly,Yes,No,1,11,126.99,97.1,1,3.1,0,0.79,0
Standard,Monthly,Yes,No,0,12,188.04,119.1,0,26.1,0,0.69,0
Standard,Annual,Yes,No,0,16,228.37,102.1,0,4.8,0,0.85,0
Standard,Monthly,Yes,No,1,9,84.76,50.0,2,14.7,0,1.1,0
Pro,Annual,Yes,Yes,1,51,174.57,96.6,0,12.9,0,1.2,0
Basic,Annual,No,No,1,16,105.82,56.4,0,15.1,0,0.83,0
Pro,Monthly,Yes,No,0,27,93.26,106.2,2,0.4,1,0.82,0
Basic,Monthly,Yes,No,1,9,60.2,170.4,2,21.0,0,3.25,1
Basic,Monthly,No,No,1,20,182.58,58.4,1,9.1,0,3.86,0
Standard,Monthly,No,Yes,0,13,146.79,120.6,1,31.6,0,5.03,1
Standard,Annual,Yes,No,0,10,192.78,123.0,1,10.0,2,0.67,0
Standard,Monthly,Yes,Yes,0,37,232.01,124.0,2,7.4,0,1.91,0
Basic,Monthly,Yes,No,0,39,95.91,119.0,1,10.3,0,3.76,1
Standard,Monthly,No,No,1,21,32.84,93.0,2,31.7,0,1.54,1
Basic,Monthly,Yes,No,0,67,160.07,81.2,1,14.4,0,0.91,0
Basic,Annual,Yes,No,0,10,173.07,146.6,1,7.6,1,1.41,0
Standard,Monthly,Yes,Yes,0,16,47.32,142.1,0,4.4,0,0.24,1
Basic,Monthly,Yes,No,1,16,122.52,132.1,0,6.5,0,0.58,0
Basic,Monthly,Yes,No,1,17,117.57,122.2,0,12.8,0,0.3,0
Basic,Monthly,Yes,No,1,21,159.65,103.1,1,12.8,0,1.21,0
Standard,Monthly,Yes,No,2,20,103.56,99.2,0,26.7,0,0.19,0
Standard,Annual,Yes,No,2,8,175.47,156.0,1,11.8,0,0.64,0
Basic,Annual,No,Yes,2,24,139.53,177.0,1,30.4,0,1.86,0
Basic,Monthly,No,No,1,13,262.89,89.5,0,20.2,1,1.52,0
Basic,Monthly,Yes,Yes,2,9,134.42,134.9,0,9.3,0,2.27,0
Standard,Monthly,Yes,No,0,70,114.39,123.0,0,4.3,0,1.0,0
Standard,Monthly,Yes,No,1,17,35.46,101.2,0,6.0,0,1.37,1
Basic,Monthly,No,No,2,20,196.54,191.9,0,17.0,0,1.01,0
Basic,Monthly,Yes,No,2,11,148.89,187.1,0,7.0,0,0.66,1
Standard,Monthly,No,No,0,27,107.57,134.9,2,30.8,1,5.38,1
Standard,Monthly,Yes,No,2,28,276.81,89.3,0,18.2,1,1.74,0
